case_id,company,region,material_group,payment_term,variant,start_time,end_time,case_duration,on_time_delivery
aa091dbf-1dc9-45cb-8362-4c825c59ed51,Drystone India Ltd,Asia-Pacific,Power Tools,60 days from date of invoice,standard_path,2024-03-12,2024-03-27 00:02:07.053318,15.001470524513888,True
9a576137-cb6e-4eba-b002-4253ea420f33,Drystone Spain Co,Europe,Fertilizers,30 days from date of invoice,material_change_path,2024-01-17,2024-01-23 03:57:59.818341,6.1652756752430555,True
18a6cba8-a509-4895-9328-2d10f10f77f0,Drystone Belgium NV,Europe,Safety equipment,45 days from date of invoice,price_change_path,2024-01-14,2024-01-30 04:53:02.276141,16.203498566446758,True
f4e6cdb4-e57d-4107-a859-8bd29a60ee55,Drystone Deutschland GmbH,Europe,Fertilizers,90 days from date of invoice,standard_path,2024-10-28,2024-11-07 01:15:12.520856,10.052228250648149,True
a7517a13-c49d-4cce-8644-8fc8dadce7b2,Drystone Austria AG,Europe,Power Drills,30 days from date of invoice,invoice_after_invoice,2024-03-22,2024-04-01 20:17:23.777439,10.845414090729166,True
9de24115-25c3-44c0-9efb-d106c4b3921d,Drystone Italia S.P.A,Europe,Building Materials,60 days from date of invoice,standard_path,2025-01-25,2025-02-02 13:45:26.038115,8.573218033738426,True
d52c2fbe-0388-40b1-9aa6-7ed523c53876,Drystone Malaysia Co,Asia-Pacific,Power Tools,90 days from date of invoice,standard_path,2024-06-25,2024-07-07 13:51:01.143020,12.577096562731482,True
fa45e43d-9296-4aa1-97e7-5873c152feef,Drystone India Ltd,Asia-Pacific,Power Drills,30 days from date of invoice,invoice_after_invoice,2024-10-01,2024-10-15 18:09:01.791381,14.75627073357639,True
67258b95-64fd-447a-ada9-2b99d949b672,Drystone Australia Ltd,Asia-Pacific,Fasteners,30 days from date of invoice,material_change_path,2025-02-28,2025-03-19 21:09:34.415010,19.881648321875,True
1a2934a9-8ffc-4dce-9a57-a640f55d0526,Drystone India Ltd,Asia-Pacific,Power Drills,60 days from date of invoice,material_change_path,2024-12-26,2025-01-08 22:58:51.807353,13.957544066585648,True
b67b5b7c-9f14-4a36-a048-cd9f86853956,Drystone Belgium NV,Europe,Fertilizers,45 days from date of invoice,invoice_after_invoice,2024-02-10,2024-02-27 00:13:18.578229,17.00924280357639,True
a8cce553-92f0-4b0b-a95a-2d94b38ebcf8,Drystone US Inc,Americas,Power Drills,30 days from date of invoice,standard_path,2024-08-20,2024-08-29 01:02:12.614423,9.04320155582176,True
deb77420-ba43-431b-876f-4ec6bccc8450,Drystone India Ltd,Asia-Pacific,Building Materials,45 days from date of invoice,standard_path,2024-04-17,2024-04-27 01:27:57.314211,10.061080025590277,True
350fff89-7590-4ccc-9f19-25ce8e4b58ee,Drystone Italia S.P.A,Europe,Fertilizers,30 days from date of invoice,manual_price_change_path,2024-03-28,2024-04-07 14:09:17.574645,10.58978674357639,True
951de63b-46fa-4165-9ed4-4179220a89a5,Drystone Deutschland GmbH,Europe,Safety equipment,45 days from date of invoice,price_change_path,2024-05-18,2024-06-03 13:00:10.897103,16.54179279054398,True
d2da973f-3169-4f75-ba72-0a7b0f3d2ad2,Drystone UK Ltd,Europe,Fertilizers,45 days from date of invoice,invoice_before_shipment,2025-01-28,2025-02-03 20:12:40.634049,6.842136968159722,True
ba6c05c3-37f8-4b12-a98a-b27a0dc95c5d,Drystone Spain Co,Europe,Safety equipment,30 days from date of invoice,rejected_order,2024-07-24,2024-07-25 18:59:30.010119,1.7913195615625002,False
95f6beea-b14c-405e-8b2b-88b7e956825d,Drystone Austria AG,Europe,Safety equipment,60 days from date of invoice,standard_path,2024-09-12,2024-09-22 05:26:44.037916,10.22689858699074,True
f8c62321-04af-4004-98b8-ae2229667db1,Drystone France SA,Europe,Fertilizers,90 days from date of invoice,standard_path,2024-03-12,2024-03-24 03:46:00.575176,12.156951101574073,True
52a267fe-153d-4512-87f2-6d8d6c194cc9,Drystone Austria AG,Europe,Agriculture,60 days from date of invoice,invoice_after_invoice,2024-08-07,2024-08-24 14:33:01.928502,17.606272320625,True
02131b76-7fa8-4479-8f25-cae8069c2fb3,Drystone Ireland Ltd,Europe,Fasteners,60 days from date of invoice,standard_path,2024-03-11,2024-03-17 10:57:11.239341,6.456380084965278,True
2fea73e0-f988-49bb-9c13-00908d7abfd9,Drystone Deutschland GmbH,Europe,Power Tools,30 days from date of invoice,rejected_then_continued,2024-03-19,2024-04-03 12:54:45.757234,15.53802959761574,True
fa271f07-8b01-4dfd-9185-7ee0f44a0351,Drystone India Ltd,Asia-Pacific,Power Drills,90 days from date of invoice,material_change_path,2024-07-16,2024-07-27 19:19:25.784693,11.80515954505787,True
3f34769f-8922-46a2-9e2a-ca11924f1949,Drystone France SA,Europe,Fasteners,60 days from date of invoice,billing_block,2024-01-06,2024-01-23 15:29:34.919164,17.64554304587963,True
d07fde41-3745-40d7-a123-f5019a4f8588,Drystone Italia S.P.A,Europe,Power Tools,60 days from date of invoice,invoice_after_invoice,2024-06-23,2024-07-06 19:39:54.677905,13.819382846122686,True
70bbace7-07dd-4ccb-8ad2-2695f6da4964,Drystone Australia Ltd,Asia-Pacific,Fasteners,45 days from date of invoice,price_change_path,2025-01-04,2025-01-16 01:08:09.267410,12.047329483912037,True
9aec64e5-7c15-4be7-be1e-43074f479cd1,Drystone Ireland Ltd,Europe,Building Materials,45 days from date of invoice,price_change_path,2024-02-24,2024-03-03 02:01:30.717844,8.08438330837963,True
9333d3e1-4a9e-4874-9e05-781c09f74945,Drystone Ireland Ltd,Europe,Building Materials,45 days from date of invoice,standard_path,2025-01-25,2025-02-01 08:27:20.639485,7.352322216261575,True
cdd7a24d-5814-4f35-b96b-229a90f31c6a,Drystone Mexico Inc,Americas,Power Drills,30 days from date of invoice,material_change_path,2024-09-07,2024-09-25 10:30:16.189368,18.437687376944446,True
e7988599-804e-466b-a155-10ea4ddc1878,Drystone Belgium NV,Europe,Building Materials,60 days from date of invoice,standard_path,2024-05-03,2024-05-17 09:27:41.739491,14.394233095960649,True
2362079b-a73f-402f-8481-6c82058dd993,Drystone Ireland Ltd,Europe,Power Tools,30 days from date of invoice,invoice_after_invoice,2025-02-21,2025-02-28 16:27:41.508559,7.68589708980324,True
ba915d68-d247-4f8f-ae3c-3f2e6168f099,Drystone Belgium NV,Europe,Power Drills,45 days from date of invoice,standard_path,2024-08-31,2024-09-18 01:42:12.995176,18.070983740462964,True
df6ee6e5-d590-40a2-9a0b-591ca2ba892e,Drystone UK Ltd,Europe,Safety equipment,60 days from date of invoice,price_change_path,2024-11-06,2024-11-11 19:44:24.236763,5.8225027403125,True
de88a914-688f-4a4e-b728-dc018a59855b,Drystone France SA,Europe,Safety equipment,45 days from date of invoice,invoice_before_shipment,2024-07-23,2024-08-09 00:12:05.602152,17.008398173055554,True
d6105181-7458-4a4f-b4bc-35cd2a10f5db,Drystone UK Ltd,Europe,Fertilizers,60 days from date of invoice,price_change_path,2024-09-21,2024-09-26 19:22:56.485045,5.807598206539351,True
ac3fac8b-c4db-476d-b08e-27ab3aff7f42,Drystone China LLC,Asia-Pacific,Safety equipment,45 days from date of invoice,standard_path,2024-01-11,2024-01-21 00:01:36.713497,10.001119369178241,True
4835f6f6-02db-4f8c-84ae-31228da2344b,Drystone India Ltd,Asia-Pacific,Safety equipment,45 days from date of invoice,standard_path,2024-12-28,2025-01-08 07:22:33.808794,11.307335749930555,True
d23ea778-bc24-4983-8592-cd3734e881e3,Drystone India Ltd,Asia-Pacific,Safety equipment,30 days from date of invoice,delivery_block,2024-06-18,2024-06-28 00:07:53.148170,10.005476251967591,True
05a819df-f1a0-41b1-9730-73a68ea47cbf,Drystone Belgium NV,Europe,Safety equipment,60 days from date of invoice,invoice_before_shipment,2024-04-19,2024-05-06 03:33:18.537528,17.14813122138889,True
8ea6c99a-503c-49ef-8cc4-44e45a224e36,Drystone Deutschland GmbH,Europe,Fertilizers,90 days from date of invoice,standard_path,2024-08-30,2024-09-12 10:10:48.681434,13.424174553634257,True
eb4d1884-1a84-4efb-be62-23535ab6f6af,Drystone US Inc,Americas,Safety equipment,30 days from date of invoice,standard_path,2024-08-08,2024-08-16 07:48:26.412230,8.325305697106481,True
d7bcecc2-43dd-4b76-9a56-b553672c8c72,Drystone Malaysia Co,Asia-Pacific,Fasteners,90 days from date of invoice,rejected_then_continued,2024-01-28,2024-02-15 04:58:29.561090,18.207286586689815,True
14f8d4a5-1477-4eeb-adf1-78018438d591,Drystone Italia S.P.A,Europe,Fertilizers,30 days from date of invoice,standard_path,2025-01-07,2025-01-18 17:23:28.097032,11.724630752685185,True
f70259e7-03e3-4edd-8f93-7fc3b3f23668,Drystone Malaysia Co,Asia-Pacific,Power Drills,30 days from date of invoice,standard_path,2024-04-07,2024-04-23 02:50:57.490895,16.11872095943287,True
25dd3134-1f11-40cd-b871-7523e2a25d4e,Drystone Deutschland GmbH,Europe,Safety equipment,90 days from date of invoice,standard_path,2024-08-24,2024-09-06 10:45:27.311790,13.448232775347222,True
3b811bca-6638-4182-ba01-204f1c595ab3,Drystone Austria AG,Europe,Power Tools,90 days from date of invoice,rejected_order,2024-10-08,2024-10-09 19:00:52.586642,1.7922753083564815,False
d6e67012-1697-4803-8cd9-7e862eca3bab,Drystone Australia Ltd,Asia-Pacific,Fertilizers,30 days from date of invoice,billing_block,2025-01-20,2025-02-06 03:29:18.060408,17.145347921388886,True
d7d9e23e-d25f-4302-b775-aa7d3e7d0847,Drystone US Inc,Americas,Safety equipment,90 days from date of invoice,price_change_path,2024-04-19,2024-04-27 13:11:29.499352,8.54964698324074,True
2ad19603-fbe5-490b-91ac-cd2d68094c69,Drystone Ireland Ltd,Europe,Power Tools,45 days from date of invoice,standard_path,2024-07-18,2024-07-25 05:40:31.598790,7.2364768378472215,True
1c7a8064-8838-4be2-99ab-1728f4103794,Drystone Austria AG,Europe,Power Drills,90 days from date of invoice,standard_path,2024-12-22,2025-01-06 16:31:10.954913,15.688321237418982,True
caef740a-11d3-4093-a11f-3398372df5e7,Drystone UK Ltd,Europe,Power Drills,90 days from date of invoice,standard_path,2024-05-31,2024-06-08 18:12:45.134115,8.758855718923611,True
81b2fa4f-206b-48c6-a569-1b7e375b3eaf,Drystone Austria AG,Europe,Power Tools,30 days from date of invoice,invoice_after_invoice,2024-01-30,2024-02-10 13:16:08.524035,11.552876435590278,True
d59e464c-4f39-45e3-9b9d-280b0952a32e,Drystone Belgium NV,Europe,Fasteners,45 days from date of invoice,standard_path,2024-09-17,2024-10-05 05:55:05.677766,18.246593492662036,True
434904ae-3bcf-4360-806f-3256c273065c,Drystone Australia Ltd,Asia-Pacific,Safety equipment,30 days from date of invoice,material_change_path,2024-12-11,2025-01-03 07:14:01.692368,23.30140847648148,True
29421b8d-7804-40a8-ab45-d2d7e938e1ac,Drystone Ireland Ltd,Europe,Fasteners,30 days from date of invoice,delivery_block,2024-10-18,2024-10-25 22:45:36.887914,7.9483436101157405,True
e455c1eb-8642-4034-ac65-50225002433b,Drystone Austria AG,Europe,Agriculture,30 days from date of invoice,manual_price_change_path,2024-08-02,2024-08-19 08:57:47.641335,17.373468071006943,True
427b3fe7-fdbf-4b56-9e2d-555a622b0ebe,Drystone Italia S.P.A,Europe,Agriculture,60 days from date of invoice,delivery_block,2024-04-14,2024-05-01 02:02:59.749360,17.08541376574074,True
405d13dc-d164-40bf-ab30-0a5f70ede7f4,Drystone Italia S.P.A,Europe,Building Materials,45 days from date of invoice,standard_path,2024-03-08,2024-03-22 09:57:48.207729,14.41514129315972,True
ada5c112-94fe-49ed-979a-5f7453f9f130,Drystone Italia S.P.A,Europe,Building Materials,90 days from date of invoice,standard_path,2025-01-19,2025-01-28 02:57:55.545064,9.123559549351851,True
86c2c567-3f2d-4d00-9b2f-a1f4bcba1cea,Drystone UK Ltd,Europe,Power Tools,90 days from date of invoice,manual_price_change_path,2024-10-15,2024-10-20 10:00:16.123152,5.416853277222223,True
137d6b7d-64e9-49fc-b7bf-7f55d620dabc,Drystone UK Ltd,Europe,Power Tools,45 days from date of invoice,price_change_path,2024-03-08,2024-03-14 08:21:50.992985,6.348506863252315,True
597be642-f9f9-4db9-8fd3-54db0bb3f31e,Drystone UK Ltd,Europe,Power Tools,45 days from date of invoice,standard_path,2024-03-21,2024-03-25 15:29:38.738212,4.645587247824074,True
29c70a1a-0230-43c6-a545-38ab3ea2b5bc,Drystone China LLC,Asia-Pacific,Agriculture,60 days from date of invoice,manual_price_change_path,2025-02-17,2025-03-04 03:18:21.010204,15.137743173657407,True
4e8036a4-0745-4356-9b8b-747449b9ec93,Drystone Italia S.P.A,Europe,Power Tools,60 days from date of invoice,delivery_block,2024-02-23,2024-03-06 15:29:01.863945,12.64516046232639,True
2c3ded98-3ce6-488f-8756-9afd0b400709,Drystone UK Ltd,Europe,Safety equipment,60 days from date of invoice,standard_path,2024-02-24,2024-03-01 15:28:34.425387,6.644842886423611,True
9f3cc363-5762-4b1f-8952-036fc5044eb1,Drystone Spain Co,Europe,Safety equipment,60 days from date of invoice,standard_path,2024-04-17,2024-04-27 00:44:37.504074,10.030989630486111,True
05baa89d-06e2-4438-bdd3-895ab990bccf,Drystone Spain Co,Europe,Safety equipment,60 days from date of invoice,price_change_path,2024-05-08,2024-05-17 02:52:01.314766,9.11945966164352,True
d0c15fd2-1dbd-4de5-a1b8-3c8efcdac084,Drystone Ireland Ltd,Europe,Power Drills,30 days from date of invoice,standard_path,2024-08-04,2024-08-11 07:15:45.194518,7.302606418032408,True
65bb85da-5ea2-4576-8c20-2d4c398f29a6,Drystone US Inc,Americas,Power Tools,30 days from date of invoice,standard_path,2024-03-07,2024-03-14 09:43:27.078271,7.405174517025462,True
15876293-dbb0-46eb-91f6-cfebb1d45a8d,Drystone India Ltd,Asia-Pacific,Building Materials,45 days from date of invoice,invoice_after_invoice,2024-10-09,2024-10-19 16:58:47.512772,10.707494360787038,True
38050b6d-f61c-4953-aca4-0473cdcf2897,Drystone Italia S.P.A,Europe,Agriculture,30 days from date of invoice,standard_path,2024-12-19,2024-12-25 22:04:56.943259,6.9201035099421295,True
e0e1b24f-fa38-4311-9271-08cf5baad105,Drystone Ireland Ltd,Europe,Agriculture,30 days from date of invoice,rejected_order,2024-10-25,2024-10-26 01:12:24.804719,1.0502870916550926,False
3b3aa1f1-0f9e-429c-b2fe-bfcfaf2223f6,Drystone Deutschland GmbH,Europe,Fasteners,45 days from date of invoice,standard_path,2024-07-05,2024-07-14 14:15:24.034051,9.594028171886574,True
d6e47bdf-1109-43c0-b25f-5be7d9c7ba52,Drystone Ireland Ltd,Europe,Power Drills,30 days from date of invoice,rejected_then_continued,2024-04-17,2024-04-22 11:33:17.119024,5.481448136851852,True
295d67f7-3aca-4b5d-b04d-57684f31a5c4,Drystone Italia S.P.A,Europe,Fertilizers,30 days from date of invoice,standard_path,2024-10-13,2024-10-23 10:54:09.395481,10.454275410659722,True
90d4497b-0de8-46bc-99a8-41e8aedec49e,Drystone Ireland Ltd,Europe,Fasteners,45 days from date of invoice,delivery_block,2024-05-01,2024-05-08 03:34:51.477422,7.149206914606482,True
